Title,"HE student enrolment FTE by HE provider, level of study and academic year","","","","",""
Location,UK,"","","","",""
Academic years,2014/15 to 2020/21,"","","","",""
Data source,HESA,"","","","",""
Data collection,"051, 054","","","","",""
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-2,"","","","",""
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-2.csv,"","","","",""
Licence,Creative Commons Attribution 4.0 International Licence,"","","","",""
Code page,Unicode UTF-8,"","","","",""
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,"","","","",""
Table 2014/15 total,1902320,"","","","",""
Table 2015/16 total,1933915,"","","","",""
Table 2016/17 total,1985695,"","","","",""
Table 2017/18 total,2035365,"","","","",""
Table 2018/19 total,2076095,"","","","",""
Table 2019/20 total,2147900,"","","","",""
Table 2020/21 total,2286840,"","","","",""
"","","","","","",""
Last updated,February 22,"","","","",""
"","","","","","",""
UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,Level of study,Number
10045289,St Nicholas Montessori Training Limited,All,London,2019/20,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,London,2019/20,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,London,2019/20,First degree,0
10045289,St Nicholas Montessori Training Limited,All,London,2019/20,Other undergraduate,30
10045289,St Nicholas Montessori Training Limited,All,London,2019/20,Total,30
10045289,St Nicholas Montessori Training Limited,All,All,2019/20,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,All,2019/20,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,All,2019/20,First degree,0
10045289,St Nicholas Montessori Training Limited,All,All,2019/20,Other undergraduate,30
10045289,St Nicholas Montessori Training Limited,All,All,2019/20,Total,30
10045289,St Nicholas Montessori Training Limited,England,All,2019/20,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,England,All,2019/20,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,England,All,2019/20,First degree,0
10045289,St Nicholas Montessori Training Limited,England,All,2019/20,Other undergraduate,30
10045289,St Nicholas Montessori Training Limited,England,All,2019/20,Total,30
10045289,St Nicholas Montessori Training Limited,England,London,2018/19,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,England,London,2018/19,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,England,London,2018/19,First degree,0
10045289,St Nicholas Montessori Training Limited,England,London,2018/19,Other undergraduate,40
10045289,St Nicholas Montessori Training Limited,England,London,2018/19,Total,40
10045289,St Nicholas Montessori Training Limited,All,London,2018/19,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,London,2018/19,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,London,2018/19,First degree,0
10045289,St Nicholas Montessori Training Limited,All,London,2018/19,Other undergraduate,40
10045289,St Nicholas Montessori Training Limited,All,London,2018/19,Total,40
10045289,St Nicholas Montessori Training Limited,All,All,2018/19,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,All,2018/19,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,All,2018/19,First degree,0
10045289,St Nicholas Montessori Training Limited,All,All,2018/19,Other undergraduate,40
10045289,St Nicholas Montessori Training Limited,All,All,2018/19,Total,40
10045289,St Nicholas Montessori Training Limited,England,All,2018/19,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,England,All,2018/19,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,England,All,2018/19,First degree,0
10045289,St Nicholas Montessori Training Limited,England,All,2018/19,Other undergraduate,40
10045289,St Nicholas Montessori Training Limited,England,All,2018/19,Total,40
10045289,St Nicholas Montessori Training Limited,England,London,2017/18,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,England,London,2017/18,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,England,London,2017/18,First degree,0
10045289,St Nicholas Montessori Training Limited,England,London,2017/18,Other undergraduate,25
10045289,St Nicholas Montessori Training Limited,England,London,2017/18,Total,25
10045289,St Nicholas Montessori Training Limited,All,London,2017/18,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,London,2017/18,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,London,2017/18,First degree,0
10045289,St Nicholas Montessori Training Limited,All,London,2017/18,Other undergraduate,25
10045289,St Nicholas Montessori Training Limited,All,London,2017/18,Total,25
10045289,St Nicholas Montessori Training Limited,All,All,2017/18,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,All,2017/18,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,All,2017/18,First degree,0
10045289,St Nicholas Montessori Training Limited,All,All,2017/18,Other undergraduate,25
10045289,St Nicholas Montessori Training Limited,All,All,2017/18,Total,25
10045289,St Nicholas Montessori Training Limited,England,All,2017/18,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,England,All,2017/18,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,England,All,2017/18,First degree,0
10045289,St Nicholas Montessori Training Limited,England,All,2017/18,Other undergraduate,25
10045289,St Nicholas Montessori Training Limited,England,All,2017/18,Total,25
10045289,St Nicholas Montessori Training Limited,England,London,2016/17,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,England,London,2016/17,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,England,London,2016/17,First degree,0
10045289,St Nicholas Montessori Training Limited,England,London,2016/17,Other undergraduate,30
10045289,St Nicholas Montessori Training Limited,England,London,2016/17,Total,30
10045289,St Nicholas Montessori Training Limited,All,London,2016/17,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,London,2016/17,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,London,2016/17,First degree,0
10045289,St Nicholas Montessori Training Limited,All,London,2016/17,Other undergraduate,30
10045289,St Nicholas Montessori Training Limited,All,London,2016/17,Total,30
10045289,St Nicholas Montessori Training Limited,All,All,2016/17,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,All,2016/17,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,All,2016/17,First degree,0
10045289,St Nicholas Montessori Training Limited,All,All,2016/17,Other undergraduate,30
10045289,St Nicholas Montessori Training Limited,All,All,2016/17,Total,30
10045289,St Nicholas Montessori Training Limited,England,All,2016/17,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,England,All,2016/17,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,England,All,2016/17,First degree,0
10045289,St Nicholas Montessori Training Limited,England,All,2016/17,Other undergraduate,30
10045289,St Nicholas Montessori Training Limited,England,All,2016/17,Total,30
10045289,St Nicholas Montessori Training Limited,England,London,2015/16,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,England,London,2015/16,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,England,London,2015/16,First degree,0
10045289,St Nicholas Montessori Training Limited,England,London,2015/16,Other undergraduate,35
10045289,St Nicholas Montessori Training Limited,England,London,2015/16,Total,35
10045289,St Nicholas Montessori Training Limited,All,London,2015/16,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,London,2015/16,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,London,2015/16,First degree,0
10045289,St Nicholas Montessori Training Limited,All,London,2015/16,Other undergraduate,35
10045289,St Nicholas Montessori Training Limited,All,London,2015/16,Total,35
10045289,St Nicholas Montessori Training Limited,All,All,2015/16,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,All,All,2015/16,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,All,All,2015/16,First degree,0
10045289,St Nicholas Montessori Training Limited,All,All,2015/16,Other undergraduate,35
10045289,St Nicholas Montessori Training Limited,All,All,2015/16,Total,35
10045289,St Nicholas Montessori Training Limited,England,All,2015/16,Postgraduate (research),0
10045289,St Nicholas Montessori Training Limited,England,All,2015/16,Postgraduate (taught),0
10045289,St Nicholas Montessori Training Limited,England,All,2015/16,First degree,0
10045289,St Nicholas Montessori Training Limited,England,All,2015/16,Other undergraduate,35
10045289,St Nicholas Montessori Training Limited,England,All,2015/16,Total,35
10008397,Norland College,England,South West,2020/21,Postgraduate (research),0
10008397,Norland College,England,South West,2020/21,Postgraduate (taught),0
10008397,Norland College,England,South West,2020/21,First degree,265
10008397,Norland College,England,South West,2020/21,Other undergraduate,0
10008397,Norland College,England,South West,2020/21,Total,265
10008397,Norland College,All,South West,2020/21,Postgraduate (research),0
10008397,Norland College,All,South West,2020/21,Postgraduate (taught),0
10008397,Norland College,All,South West,2020/21,First degree,265
10008397,Norland College,All,South West,2020/21,Other undergraduate,0
10008397,Norland College,All,South West,2020/21,Total,265
10008397,Norland College,All,All,2020/21,Postgraduate (research),0
10008397,Norland College,All,All,2020/21,Postgraduate (taught),0
10008397,Norland College,All,All,2020/21,First degree,265
10008397,Norland College,All,All,2020/21,Other undergraduate,0
10008397,Norland College,All,All,2020/21,Total,265
10008397,Norland College,England,All,2020/21,Postgraduate (research),0
10008397,Norland College,England,All,2020/21,Postgraduate (taught),0
10008397,Norland College,England,All,2020/21,First degree,265
10008397,Norland College,England,All,2020/21,Other undergraduate,0
10008397,Norland College,England,All,2020/21,Total,265
10008397,Norland College,England,South West,2019/20,Postgraduate (research),0
10008397,Norland College,England,South West,2019/20,Postgraduate (taught),0
10008397,Norland College,England,South West,2019/20,First degree,285
10008397,Norland College,England,South West,2019/20,Other undergraduate,0
10008397,Norland College,England,South West,2019/20,Total,285
10008397,Norland College,All,South West,2019/20,Postgraduate (research),0
10008397,Norland College,All,South West,2019/20,Postgraduate (taught),0
10008397,Norland College,All,South West,2019/20,First degree,285
10008397,Norland College,All,South West,2019/20,Other undergraduate,0
10008397,Norland College,All,South West,2019/20,Total,285
10008397,Norland College,All,All,2019/20,Postgraduate (research),0
10008397,Norland College,All,All,2019/20,Postgraduate (taught),0
10008397,Norland College,All,All,2019/20,First degree,285
10008397,Norland College,All,All,2019/20,Other undergraduate,0
10008397,Norland College,All,All,2019/20,Total,285
10008397,Norland College,England,All,2019/20,Postgraduate (research),0
10008397,Norland College,England,All,2019/20,Postgraduate (taught),0
10008397,Norland College,England,All,2019/20,First degree,285
10008397,Norland College,England,All,2019/20,Other undergraduate,0
10008397,Norland College,England,All,2019/20,Total,285
10008397,Norland College,England,South West,2018/19,Postgraduate (research),0
10008397,Norland College,England,South West,2018/19,Postgraduate (taught),0
10008397,Norland College,England,South West,2018/19,First degree,275
10008397,Norland College,England,South West,2018/19,Other undergraduate,0
10008397,Norland College,England,South West,2018/19,Total,275
10008397,Norland College,All,South West,2018/19,Postgraduate (research),0
10008397,Norland College,All,South West,2018/19,Postgraduate (taught),0
10008397,Norland College,All,South West,2018/19,First degree,275
10008397,Norland College,All,South West,2018/19,Other undergraduate,0
10008397,Norland College,All,South West,2018/19,Total,275
10008397,Norland College,All,All,2018/19,Postgraduate (research),0
10008397,Norland College,All,All,2018/19,Postgraduate (taught),0
10008397,Norland College,All,All,2018/19,First degree,275
10008397,Norland College,All,All,2018/19,Other undergraduate,0
10008397,Norland College,All,All,2018/19,Total,275
10008397,Norland College,England,All,2018/19,Postgraduate (research),0
10008397,Norland College,England,All,2018/19,Postgraduate (taught),0
10008397,Norland College,England,All,2018/19,First degree,275
10008397,Norland College,England,All,2018/19,Other undergraduate,0
10008397,Norland College,England,All,2018/19,Total,275
10008397,Norland College,England,South West,2017/18,Postgraduate (research),0
10008397,Norland College,England,South West,2017/18,Postgraduate (taught),0
10008397,Norland College,England,South West,2017/18,First degree,265
10008397,Norland College,England,South West,2017/18,Other undergraduate,0
10008397,Norland College,England,South West,2017/18,Total,265
10008397,Norland College,All,South West,2017/18,Postgraduate (research),0
10008397,Norland College,All,South West,2017/18,Postgraduate (taught),0
10008397,Norland College,All,South West,2017/18,First degree,265
10008397,Norland College,All,South West,2017/18,Other undergraduate,0
10008397,Norland College,All,South West,2017/18,Total,265
10008397,Norland College,All,All,2017/18,Postgraduate (research),0
10008397,Norland College,All,All,2017/18,Postgraduate (taught),0
10008397,Norland College,All,All,2017/18,First degree,265
10008397,Norland College,All,All,2017/18,Other undergraduate,0
10008397,Norland College,All,All,2017/18,Total,265
10008397,Norland College,England,All,2017/18,Postgraduate (research),0
10008397,Norland College,England,All,2017/18,Postgraduate (taught),0
10008397,Norland College,England,All,2017/18,First degree,265
10008397,Norland College,England,All,2017/18,Other undergraduate,0
10008397,Norland College,England,All,2017/18,Total,265
10008397,Norland College,England,South West,2016/17,Postgraduate (research),0
10008397,Norland College,England,South West,2016/17,Postgraduate (taught),0
10008397,Norland College,England,South West,2016/17,First degree,240
10008397,Norland College,England,South West,2016/17,Other undergraduate,0
10008397,Norland College,England,South West,2016/17,Total,240
10008397,Norland College,All,South West,2016/17,Postgraduate (research),0
10008397,Norland College,All,South West,2016/17,Postgraduate (taught),0
10008397,Norland College,All,South West,2016/17,First degree,240
10008397,Norland College,All,South West,2016/17,Other undergraduate,0
10008397,Norland College,All,South West,2016/17,Total,240
10008397,Norland College,All,All,2016/17,Postgraduate (research),0
10008397,Norland College,All,All,2016/17,Postgraduate (taught),0
10008397,Norland College,All,All,2016/17,First degree,240
10008397,Norland College,All,All,2016/17,Other undergraduate,0
10008397,Norland College,All,All,2016/17,Total,240
10008397,Norland College,England,All,2016/17,Postgraduate (research),0
10008397,Norland College,England,All,2016/17,Postgraduate (taught),0
10008397,Norland College,England,All,2016/17,First degree,240
10008397,Norland College,England,All,2016/17,Other undergraduate,0
10008397,Norland College,England,All,2016/17,Total,240
10008397,Norland College,England,South West,2015/16,Postgraduate (research),0
10008397,Norland College,England,South West,2015/16,Postgraduate (taught),0
10008397,Norland College,England,South West,2015/16,First degree,215
10008397,Norland College,England,South West,2015/16,Other undergraduate,0
10008397,Norland College,England,South West,2015/16,Total,215
10008397,Norland College,All,South West,2015/16,Postgraduate (research),0
10008397,Norland College,All,South West,2015/16,Postgraduate (taught),0
10008397,Norland College,All,South West,2015/16,First degree,215
10008397,Norland College,All,South West,2015/16,Other undergraduate,0
10008397,Norland College,All,South West,2015/16,Total,215
10008397,Norland College,All,All,2015/16,Postgraduate (research),0
10008397,Norland College,All,All,2015/16,Postgraduate (taught),0
10008397,Norland College,All,All,2015/16,First degree,215
10008397,Norland College,All,All,2015/16,Other undergraduate,0
10008397,Norland College,All,All,2015/16,Total,215
10008397,Norland College,England,All,2015/16,Postgraduate (research),0
10008397,Norland College,England,All,2015/16,Postgraduate (taught),0
10008397,Norland College,England,All,2015/16,First degree,215
10008397,Norland College,England,All,2015/16,Other undergraduate,0
10008397,Norland College,England,All,2015/16,Total,215
10008397,Norland College,England,South West,2014/15,Postgraduate (research),0
10008397,Norland College,England,South West,2014/15,Postgraduate (taught),0
10008397,Norland College,England,South West,2014/15,First degree,135
10008397,Norland College,England,South West,2014/15,Other undergraduate,0
10008397,Norland College,England,South West,2014/15,Total,135
10008397,Norland College,All,South West,2014/15,Postgraduate (research),0
10008397,Norland College,All,South West,2014/15,Postgraduate (taught),0
10008397,Norland College,All,South West,2014/15,First degree,135
10008397,Norland College,All,South West,2014/15,Other undergraduate,0
10008397,Norland College,All,South West,2014/15,Total,135
10008397,Norland College,All,All,2014/15,Postgraduate (research),0
10008397,Norland College,All,All,2014/15,Postgraduate (taught),0
10008397,Norland College,All,All,2014/15,First degree,135
10008397,Norland College,All,All,2014/15,Other undergraduate,0
10008397,Norland College,All,All,2014/15,Total,135
10008397,Norland College,England,All,2014/15,Postgraduate (research),0
10008397,Norland College,England,All,2014/15,Postgraduate (taught),0
10008397,Norland College,England,All,2014/15,First degree,135
10008397,Norland College,England,All,2014/15,Other undergraduate,0
10008397,Norland College,England,All,2014/15,Total,135
10007138,The University of Northampton,England,East Midlands,2020/21,Postgraduate (research),165
10007138,The University of Northampton,England,East Midlands,2020/21,Postgraduate (taught),2130
10007138,The University of Northampton,England,East Midlands,2020/21,First degree,8120
10007138,The University of Northampton,England,East Midlands,2020/21,Other undergraduate,685
10007138,The University of Northampton,England,East Midlands,2020/21,Total,11105
10007138,The University of Northampton,All,East Midlands,2020/21,Postgraduate (research),165
10007138,The University of Northampton,All,East Midlands,2020/21,Postgraduate (taught),2130
10007138,The University of Northampton,All,East Midlands,2020/21,First degree,8120
10007138,The University of Northampton,All,East Midlands,2020/21,Other undergraduate,685
10007138,The University of Northampton,All,East Midlands,2020/21,Total,11105
10007138,The University of Northampton,All,All,2020/21,Postgraduate (research),165
10007138,The University of Northampton,All,All,2020/21,Postgraduate (taught),2130
10007138,The University of Northampton,All,All,2020/21,First degree,8120
10007138,The University of Northampton,All,All,2020/21,Other undergraduate,685
10007138,The University of Northampton,All,All,2020/21,Total,11105
10007138,The University of Northampton,England,All,2020/21,Postgraduate (research),165
10007138,The University of Northampton,England,All,2020/21,Postgraduate (taught),2130
10007138,The University of Northampton,England,All,2020/21,First degree,8120
10007138,The University of Northampton,England,All,2020/21,Other undergraduate,685
10007138,The University of Northampton,England,All,2020/21,Total,11105
10007138,The University of Northampton,England,East Midlands,2019/20,Postgraduate (research),170
10007138,The University of Northampton,England,East Midlands,2019/20,Postgraduate (taught),1800
10007138,The University of Northampton,England,East Midlands,2019/20,First degree,7860
10007138,The University of Northampton,England,East Midlands,2019/20,Other undergraduate,560
10007138,The University of Northampton,England,East Midlands,2019/20,Total,10395
10007138,The University of Northampton,All,East Midlands,2019/20,Postgraduate (research),170
10007138,The University of Northampton,All,East Midlands,2019/20,Postgraduate (taught),1800
10007138,The University of Northampton,All,East Midlands,2019/20,First degree,7860
10007138,The University of Northampton,All,East Midlands,2019/20,Other undergraduate,560
10007138,The University of Northampton,All,East Midlands,2019/20,Total,10395
10007138,The University of Northampton,All,All,2019/20,Postgraduate (research),170
10007138,The University of Northampton,All,All,2019/20,Postgraduate (taught),1800
10007138,The University of Northampton,All,All,2019/20,First degree,7860
10007138,The University of Northampton,All,All,2019/20,Other undergraduate,560
10007138,The University of Northampton,All,All,2019/20,Total,10395
10007138,The University of Northampton,England,All,2019/20,Postgraduate (research),170
10007138,The University of Northampton,England,All,2019/20,Postgraduate (taught),1800
10007138,The University of Northampton,England,All,2019/20,First degree,7860
10007138,The University of Northampton,England,All,2019/20,Other undergraduate,560
10007138,The University of Northampton,England,All,2019/20,Total,10395
10007138,The University of Northampton,England,East Midlands,2018/19,Postgraduate (research),155
10007138,The University of Northampton,England,East Midlands,2018/19,Postgraduate (taught),1120
10007138,The University of Northampton,England,East Midlands,2018/19,First degree,8130
10007138,The University of Northampton,England,East Midlands,2018/19,Other undergraduate,575
10007138,The University of Northampton,England,East Midlands,2018/19,Total,9980
10007138,The University of Northampton,All,East Midlands,2018/19,Postgraduate (research),155
10007138,The University of Northampton,All,East Midlands,2018/19,Postgraduate (taught),1120
10007138,The University of Northampton,All,East Midlands,2018/19,First degree,8130
10007138,The University of Northampton,All,East Midlands,2018/19,Other undergraduate,575
10007138,The University of Northampton,All,East Midlands,2018/19,Total,9980
10007138,The University of Northampton,All,All,2018/19,Postgraduate (research),155
10007138,The University of Northampton,All,All,2018/19,Postgraduate (taught),1120
10007138,The University of Northampton,All,All,2018/19,First degree,8130
10007138,The University of Northampton,All,All,2018/19,Other undergraduate,575
10007138,The University of Northampton,All,All,2018/19,Total,9980
10007138,The University of Northampton,England,All,2018/19,Postgraduate (research),155
10007138,The University of Northampton,England,All,2018/19,Postgraduate (taught),1120
10007138,The University of Northampton,England,All,2018/19,First degree,8130
10007138,The University of Northampton,England,All,2018/19,Other undergraduate,575
10007138,The University of Northampton,England,All,2018/19,Total,9980
10007138,The University of Northampton,England,East Midlands,2017/18,Postgraduate (research),155
10007138,The University of Northampton,England,East Midlands,2017/18,Postgraduate (taught),990
10007138,The University of Northampton,England,East Midlands,2017/18,First degree,8235
10007138,The University of Northampton,England,East Midlands,2017/18,Other undergraduate,570
10007138,The University of Northampton,England,East Midlands,2017/18,Total,9955
10007138,The University of Northampton,All,East Midlands,2017/18,Postgraduate (research),155
10007138,The University of Northampton,All,East Midlands,2017/18,Postgraduate (taught),990
10007138,The University of Northampton,All,East Midlands,2017/18,First degree,8235
10007138,The University of Northampton,All,East Midlands,2017/18,Other undergraduate,570
10007138,The University of Northampton,All,East Midlands,2017/18,Total,9955
10007138,The University of Northampton,All,All,2017/18,Postgraduate (research),155
10007138,The University of Northampton,All,All,2017/18,Postgraduate (taught),990
10007138,The University of Northampton,All,All,2017/18,First degree,8235
10007138,The University of Northampton,All,All,2017/18,Other undergraduate,570
10007138,The University of Northampton,All,All,2017/18,Total,9955
10007138,The University of Northampton,England,All,2017/18,Postgraduate (research),155
10007138,The University of Northampton,England,All,2017/18,Postgraduate (taught),990
10007138,The University of Northampton,England,All,2017/18,First degree,8235
10007138,The University of Northampton,England,All,2017/18,Other undergraduate,570
10007138,The University of Northampton,England,All,2017/18,Total,9955
10007138,The University of Northampton,England,East Midlands,2016/17,Postgraduate (research),150
10007138,The University of Northampton,England,East Midlands,2016/17,Postgraduate (taught),945
10007138,The University of Northampton,England,East Midlands,2016/17,First degree,8600
10007138,The University of Northampton,England,East Midlands,2016/17,Other undergraduate,775
10007138,The University of Northampton,England,East Midlands,2016/17,Total,10470
10007138,The University of Northampton,All,East Midlands,2016/17,Postgraduate (research),150
10007138,The University of Northampton,All,East Midlands,2016/17,Postgraduate (taught),945
10007138,The University of Northampton,All,East Midlands,2016/17,First degree,8600
10007138,The University of Northampton,All,East Midlands,2016/17,Other undergraduate,775
10007138,The University of Northampton,All,East Midlands,2016/17,Total,10470
10007138,The University of Northampton,All,All,2016/17,Postgraduate (research),150
10007138,The University of Northampton,All,All,2016/17,Postgraduate (taught),945
10007138,The University of Northampton,All,All,2016/17,First degree,8600
10007138,The University of Northampton,All,All,2016/17,Other undergraduate,775
10007138,The University of Northampton,All,All,2016/17,Total,10470
10007138,The University of Northampton,England,All,2016/17,Postgraduate (research),150
10007138,The University of Northampton,England,All,2016/17,Postgraduate (taught),945
10007138,The University of Northampton,England,All,2016/17,First degree,8600
10007138,The University of Northampton,England,All,2016/17,Other undergraduate,775
10007138,The University of Northampton,England,All,2016/17,Total,10470
10007138,The University of Northampton,England,East Midlands,2015/16,Postgraduate (research),165
10007138,The University of Northampton,England,East Midlands,2015/16,Postgraduate (taught),840
10007138,The University of Northampton,England,East Midlands,2015/16,First degree,8320
10007138,The University of Northampton,England,East Midlands,2015/16,Other undergraduate,1020
10007138,The University of Northampton,England,East Midlands,2015/16,Total,10350
10007138,The University of Northampton,All,East Midlands,2015/16,Postgraduate (research),165
10007138,The University of Northampton,All,East Midlands,2015/16,Postgraduate (taught),840
10007138,The University of Northampton,All,East Midlands,2015/16,First degree,8320
10007138,The University of Northampton,All,East Midlands,2015/16,Other undergraduate,1020
10007138,The University of Northampton,All,East Midlands,2015/16,Total,10350
10007138,The University of Northampton,All,All,2015/16,Postgraduate (research),165
10007138,The University of Northampton,All,All,2015/16,Postgraduate (taught),840
10007138,The University of Northampton,All,All,2015/16,First degree,8320
10007138,The University of Northampton,All,All,2015/16,Other undergraduate,1020
10007138,The University of Northampton,All,All,2015/16,Total,10350
10007138,The University of Northampton,England,All,2015/16,Postgraduate (research),165
10007138,The University of Northampton,England,All,2015/16,Postgraduate (taught),840
10007138,The University of Northampton,England,All,2015/16,First degree,8320
10007138,The University of Northampton,England,All,2015/16,Other undergraduate,1020
10007138,The University of Northampton,England,All,2015/16,Total,10350
10007138,The University of Northampton,England,East Midlands,2014/15,Postgraduate (research),165
10007138,The University of Northampton,England,East Midlands,2014/15,Postgraduate (taught),910
10007138,The University of Northampton,England,East Midlands,2014/15,First degree,8140
10007138,The University of Northampton,England,East Midlands,2014/15,Other undergraduate,1315
10007138,The University of Northampton,England,East Midlands,2014/15,Total,10530
10007138,The University of Northampton,All,East Midlands,2014/15,Postgraduate (research),165
10007138,The University of Northampton,All,East Midlands,2014/15,Postgraduate (taught),910
10007138,The University of Northampton,All,East Midlands,2014/15,First degree,8140
10007138,The University of Northampton,All,East Midlands,2014/15,Other undergraduate,1315
10007138,The University of Northampton,All,East Midlands,2014/15,Total,10530
10007138,The University of Northampton,All,All,2014/15,Postgraduate (research),165
10007138,The University of Northampton,All,All,2014/15,Postgraduate (taught),910
10007138,The University of Northampton,All,All,2014/15,First degree,8140
10007138,The University of Northampton,All,All,2014/15,Other undergraduate,1315
10007138,The University of Northampton,All,All,2014/15,Total,10530
10007138,The University of Northampton,England,All,2014/15,Postgraduate (research),165
10007138,The University of Northampton,England,All,2014/15,Postgraduate (taught),910
10007138,The University of Northampton,England,All,2014/15,First degree,8140
10007138,The University of Northampton,England,All,2014/15,Other undergraduate,1315
10007138,The University of Northampton,England,All,2014/15,Total,10530
10023130,Nova College of Accounting and Business Ltd,England,London,2015/16,Postgraduate (research),0
10023130,Nova College of Accounting and Business Ltd,England,London,2015/16,Postgraduate (taught),0
10023130,Nova College of Accounting and Business Ltd,England,London,2015/16,First degree,0
10023130,Nova College of Accounting and Business Ltd,England,London,2015/16,Other undergraduate,190
10023130,Nova College of Accounting and Business Ltd,England,London,2015/16,Total,190
10023130,Nova College of Accounting and Business Ltd,All,London,2015/16,Postgraduate (research),0
10023130,Nova College of Accounting and Business Ltd,All,London,2015/16,Postgraduate (taught),0
10023130,Nova College of Accounting and Business Ltd,All,London,2015/16,First degree,0
10023130,Nova College of Accounting and Business Ltd,All,London,2015/16,Other undergraduate,190
10023130,Nova College of Accounting and Business Ltd,All,London,2015/16,Total,190
10023130,Nova College of Accounting and Business Ltd,All,All,2015/16,Postgraduate (research),0
10023130,Nova College of Accounting and Business Ltd,All,All,2015/16,Postgraduate (taught),0
10023130,Nova College of Accounting and Business Ltd,All,All,2015/16,First degree,0
10023130,Nova College of Accounting and Business Ltd,All,All,2015/16,Other undergraduate,190
10023130,Nova College of Accounting and Business Ltd,All,All,2015/16,Total,190
10023130,Nova College of Accounting and Business Ltd,England,All,2015/16,Postgraduate (research),0
10023130,Nova College of Accounting and Business Ltd,England,All,2015/16,Postgraduate (taught),0
10023130,Nova College of Accounting and Business Ltd,England,All,2015/16,First degree,0
10023130,Nova College of Accounting and Business Ltd,England,All,2015/16,Other undergraduate,190
10023130,Nova College of Accounting and Business Ltd,England,All,2015/16,Total,190
10009614,Grŵp NPTC Group,Wales,Wales,2020/21,Postgraduate (research),0
10009614,Grŵp NPTC Group,Wales,Wales,2020/21,Postgraduate (taught),0
10009614,Grŵp NPTC Group,Wales,Wales,2020/21,First degree,0
10009614,Grŵp NPTC Group,Wales,Wales,2020/21,Other undergraduate,130
10009614,Grŵp NPTC Group,Wales,Wales,2020/21,Total,130
10009614,Grŵp NPTC Group,All,Wales,2020/21,Postgraduate (research),0
10009614,Grŵp NPTC Group,All,Wales,2020/21,Postgraduate (taught),0
10009614,Grŵp NPTC Group,All,Wales,2020/21,First degree,0
10009614,Grŵp NPTC Group,All,Wales,2020/21,Other undergraduate,130
10009614,Grŵp NPTC Group,All,Wales,2020/21,Total,130
10009614,Grŵp NPTC Group,All,All,2020/21,Postgraduate (research),0
10009614,Grŵp NPTC Group,All,All,2020/21,Postgraduate (taught),0
10009614,Grŵp NPTC Group,All,All,2020/21,First degree,0
10009614,Grŵp NPTC Group,All,All,2020/21,Other undergraduate,130
10009614,Grŵp NPTC Group,All,All,2020/21,Total,130
10009614,Grŵp NPTC Group,Wales,All,2020/21,Postgraduate (research),0
10009614,Grŵp NPTC Group,Wales,All,2020/21,Postgraduate (taught),0
10009614,Grŵp NPTC Group,Wales,All,2020/21,First degree,0
10009614,Grŵp NPTC Group,Wales,All,2020/21,Other undergraduate,130
10009614,Grŵp NPTC Group,Wales,All,2020/21,Total,130
10009614,Grŵp NPTC Group,Wales,Wales,2019/20,Postgraduate (research),0
