Title,"HE student enrolment FTE by HE provider, level of study and academic year","","","","",""
Location,UK,"","","","",""
Academic years,2014/15 to 2020/21,"","","","",""
Data source,HESA,"","","","",""
Data collection,"051, 054","","","","",""
Data source link,https://www.hesa.ac.uk/data-and-analysis/students/table-2,"","","","",""
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/students/table-2.csv,"","","","",""
Licence,Creative Commons Attribution 4.0 International Licence,"","","","",""
Code page,Unicode UTF-8,"","","","",""
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,"","","","",""
Table 2014/15 total,1902320,"","","","",""
Table 2015/16 total,1933915,"","","","",""
Table 2016/17 total,1985695,"","","","",""
Table 2017/18 total,2035365,"","","","",""
Table 2018/19 total,2076095,"","","","",""
Table 2019/20 total,2147900,"","","","",""
Table 2020/21 total,2286840,"","","","",""
"","","","","","",""
Last updated,February 22,"","","","",""
"","","","","","",""
UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,Level of study,Number
10007849,Abertay University,All,Scotland,2019/20,Postgraduate (taught),225
10007849,Abertay University,All,Scotland,2019/20,First degree,3730
10007849,Abertay University,All,Scotland,2019/20,Other undergraduate,10
10007849,Abertay University,All,Scotland,2019/20,Total,4040
10007849,Abertay University,All,All,2019/20,Postgraduate (research),75
10007849,Abertay University,All,All,2019/20,Postgraduate (taught),225
10007849,Abertay University,All,All,2019/20,First degree,3730
10007849,Abertay University,All,All,2019/20,Other undergraduate,10
10007849,Abertay University,All,All,2019/20,Total,4040
10007849,Abertay University,Scotland,All,2019/20,Postgraduate (research),75
10007849,Abertay University,Scotland,All,2019/20,Postgraduate (taught),225
10007849,Abertay University,Scotland,All,2019/20,First degree,3730
10007849,Abertay University,Scotland,All,2019/20,Other undergraduate,10
10007849,Abertay University,Scotland,All,2019/20,Total,4040
10007849,Abertay University,Scotland,Scotland,2018/19,Postgraduate (research),70
10007849,Abertay University,Scotland,Scotland,2018/19,Postgraduate (taught),220
10007849,Abertay University,Scotland,Scotland,2018/19,First degree,3660
10007849,Abertay University,Scotland,Scotland,2018/19,Other undergraduate,60
10007849,Abertay University,Scotland,Scotland,2018/19,Total,4015
10007849,Abertay University,All,Scotland,2018/19,Postgraduate (research),70
10007849,Abertay University,All,Scotland,2018/19,Postgraduate (taught),220
10007849,Abertay University,All,Scotland,2018/19,First degree,3660
10007849,Abertay University,All,Scotland,2018/19,Other undergraduate,60
10007849,Abertay University,All,Scotland,2018/19,Total,4015
10007849,Abertay University,All,All,2018/19,Postgraduate (research),70
10007849,Abertay University,All,All,2018/19,Postgraduate (taught),220
10007849,Abertay University,All,All,2018/19,First degree,3660
10007849,Abertay University,All,All,2018/19,Other undergraduate,60
10007849,Abertay University,All,All,2018/19,Total,4015
10007849,Abertay University,Scotland,All,2018/19,Postgraduate (research),70
10007849,Abertay University,Scotland,All,2018/19,Postgraduate (taught),220
10007849,Abertay University,Scotland,All,2018/19,First degree,3660
10007849,Abertay University,Scotland,All,2018/19,Other undergraduate,60
10007849,Abertay University,Scotland,All,2018/19,Total,4015
10007849,Abertay University,Scotland,Scotland,2017/18,Postgraduate (research),85
10007849,Abertay University,Scotland,Scotland,2017/18,Postgraduate (taught),245
10007849,Abertay University,Scotland,Scotland,2017/18,First degree,3370
10007849,Abertay University,Scotland,Scotland,2017/18,Other undergraduate,65
10007849,Abertay University,Scotland,Scotland,2017/18,Total,3770
10007849,Abertay University,All,Scotland,2017/18,Postgraduate (research),85
10007849,Abertay University,All,Scotland,2017/18,Postgraduate (taught),245
10007849,Abertay University,All,Scotland,2017/18,First degree,3370
10007849,Abertay University,All,Scotland,2017/18,Other undergraduate,65
10007849,Abertay University,All,Scotland,2017/18,Total,3770
10007849,Abertay University,All,All,2017/18,Postgraduate (research),85
10007849,Abertay University,All,All,2017/18,Postgraduate (taught),245
10007849,Abertay University,All,All,2017/18,First degree,3370
10007849,Abertay University,All,All,2017/18,Other undergraduate,65
10007849,Abertay University,All,All,2017/18,Total,3770
10007849,Abertay University,Scotland,All,2017/18,Postgraduate (research),85
10007849,Abertay University,Scotland,All,2017/18,Postgraduate (taught),245
10007849,Abertay University,Scotland,All,2017/18,First degree,3370
10007849,Abertay University,Scotland,All,2017/18,Other undergraduate,65
10007849,Abertay University,Scotland,All,2017/18,Total,3770
10007849,Abertay University,Scotland,Scotland,2016/17,Postgraduate (research),100
10007849,Abertay University,Scotland,Scotland,2016/17,Postgraduate (taught),200
10007849,Abertay University,Scotland,Scotland,2016/17,First degree,3235
10007849,Abertay University,Scotland,Scotland,2016/17,Other undergraduate,70
10007849,Abertay University,Scotland,Scotland,2016/17,Total,3605
10007849,Abertay University,All,Scotland,2016/17,Postgraduate (research),100
10007849,Abertay University,All,Scotland,2016/17,Postgraduate (taught),200
10007849,Abertay University,All,Scotland,2016/17,First degree,3235
10007849,Abertay University,All,Scotland,2016/17,Other undergraduate,70
10007849,Abertay University,All,Scotland,2016/17,Total,3605
10007849,Abertay University,All,All,2016/17,Postgraduate (research),100
10007849,Abertay University,All,All,2016/17,Postgraduate (taught),200
10007849,Abertay University,All,All,2016/17,First degree,3235
10007849,Abertay University,All,All,2016/17,Other undergraduate,70
10007849,Abertay University,All,All,2016/17,Total,3605
10007849,Abertay University,Scotland,All,2016/17,Postgraduate (research),100
10007849,Abertay University,Scotland,All,2016/17,Postgraduate (taught),200
10007849,Abertay University,Scotland,All,2016/17,First degree,3235
10007849,Abertay University,Scotland,All,2016/17,Other undergraduate,70
10007849,Abertay University,Scotland,All,2016/17,Total,3605
10007849,Abertay University,Scotland,Scotland,2015/16,Postgraduate (research),85
10007849,Abertay University,Scotland,Scotland,2015/16,Postgraduate (taught),145
10007849,Abertay University,Scotland,Scotland,2015/16,First degree,3440
10007849,Abertay University,Scotland,Scotland,2015/16,Other undergraduate,75
10007849,Abertay University,Scotland,Scotland,2015/16,Total,3750
10007849,Abertay University,All,Scotland,2015/16,Postgraduate (research),85
10007849,Abertay University,All,Scotland,2015/16,Postgraduate (taught),145
10007849,Abertay University,All,Scotland,2015/16,First degree,3440
10007849,Abertay University,All,Scotland,2015/16,Other undergraduate,75
10007849,Abertay University,All,Scotland,2015/16,Total,3750
10007849,Abertay University,All,All,2015/16,Postgraduate (research),85
10007849,Abertay University,All,All,2015/16,Postgraduate (taught),145
10007849,Abertay University,All,All,2015/16,First degree,3440
10007849,Abertay University,All,All,2015/16,Other undergraduate,75
10007849,Abertay University,All,All,2015/16,Total,3750
10007849,Abertay University,Scotland,All,2015/16,Postgraduate (research),85
10007849,Abertay University,Scotland,All,2015/16,Postgraduate (taught),145
10007849,Abertay University,Scotland,All,2015/16,First degree,3440
10007849,Abertay University,Scotland,All,2015/16,Other undergraduate,75
10007849,Abertay University,Scotland,All,2015/16,Total,3750
10007849,Abertay University,Scotland,Scotland,2014/15,Postgraduate (research),85
10007849,Abertay University,Scotland,Scotland,2014/15,Postgraduate (taught),170
10007849,Abertay University,Scotland,Scotland,2014/15,First degree,3605
10007849,Abertay University,Scotland,Scotland,2014/15,Other undergraduate,65
10007849,Abertay University,Scotland,Scotland,2014/15,Total,3925
10007849,Abertay University,All,Scotland,2014/15,Postgraduate (research),85
10007849,Abertay University,All,Scotland,2014/15,Postgraduate (taught),170
10007849,Abertay University,All,Scotland,2014/15,First degree,3605
10007849,Abertay University,All,Scotland,2014/15,Other undergraduate,65
10007849,Abertay University,All,Scotland,2014/15,Total,3925
10007849,Abertay University,All,All,2014/15,Postgraduate (research),85
10007849,Abertay University,All,All,2014/15,Postgraduate (taught),170
10007849,Abertay University,All,All,2014/15,First degree,3605
10007849,Abertay University,All,All,2014/15,Other undergraduate,65
10007849,Abertay University,All,All,2014/15,Total,3925
10007849,Abertay University,Scotland,All,2014/15,Postgraduate (research),85
10007849,Abertay University,Scotland,All,2014/15,Postgraduate (taught),170
10007849,Abertay University,Scotland,All,2014/15,First degree,3605
10007849,Abertay University,Scotland,All,2014/15,Other undergraduate,65
10007849,Abertay University,Scotland,All,2014/15,Total,3925
10007856,Aberystwyth University,Wales,Wales,2020/21,Postgraduate (research),245
10007856,Aberystwyth University,Wales,Wales,2020/21,Postgraduate (taught),590
10007856,Aberystwyth University,Wales,Wales,2020/21,First degree,5275
10007856,Aberystwyth University,Wales,Wales,2020/21,Other undergraduate,205
10007856,Aberystwyth University,Wales,Wales,2020/21,Total,6315
10007856,Aberystwyth University,All,Wales,2020/21,Postgraduate (research),245
10007856,Aberystwyth University,All,Wales,2020/21,Postgraduate (taught),590
10007856,Aberystwyth University,All,Wales,2020/21,First degree,5275
10007856,Aberystwyth University,All,Wales,2020/21,Other undergraduate,205
10007856,Aberystwyth University,All,Wales,2020/21,Total,6315
10007856,Aberystwyth University,All,All,2020/21,Postgraduate (research),245
10007856,Aberystwyth University,All,All,2020/21,Postgraduate (taught),590
10007856,Aberystwyth University,All,All,2020/21,First degree,5275
10007856,Aberystwyth University,All,All,2020/21,Other undergraduate,205
10007856,Aberystwyth University,All,All,2020/21,Total,6315
10007856,Aberystwyth University,Wales,All,2020/21,Postgraduate (research),245
10007856,Aberystwyth University,Wales,All,2020/21,Postgraduate (taught),590
10007856,Aberystwyth University,Wales,All,2020/21,First degree,5275
10007856,Aberystwyth University,Wales,All,2020/21,Other undergraduate,205
10007856,Aberystwyth University,Wales,All,2020/21,Total,6315
10007856,Aberystwyth University,Wales,Wales,2019/20,Postgraduate (research),250
10007856,Aberystwyth University,Wales,Wales,2019/20,Postgraduate (taught),475
10007856,Aberystwyth University,Wales,Wales,2019/20,First degree,5350
10007856,Aberystwyth University,Wales,Wales,2019/20,Other undergraduate,195
10007856,Aberystwyth University,Wales,Wales,2019/20,Total,6265
10007856,Aberystwyth University,All,Wales,2019/20,Postgraduate (research),250
10007856,Aberystwyth University,All,Wales,2019/20,Postgraduate (taught),475
10007856,Aberystwyth University,All,Wales,2019/20,First degree,5350
10007856,Aberystwyth University,All,Wales,2019/20,Other undergraduate,195
10007856,Aberystwyth University,All,Wales,2019/20,Total,6265
10007856,Aberystwyth University,All,All,2019/20,Postgraduate (research),250
10007856,Aberystwyth University,All,All,2019/20,Postgraduate (taught),475
10007856,Aberystwyth University,All,All,2019/20,First degree,5350
10007856,Aberystwyth University,All,All,2019/20,Other undergraduate,195
10007856,Aberystwyth University,All,All,2019/20,Total,6265
10007856,Aberystwyth University,Wales,All,2019/20,Postgraduate (research),250
10007856,Aberystwyth University,Wales,All,2019/20,Postgraduate (taught),475
10007856,Aberystwyth University,Wales,All,2019/20,First degree,5350
10007856,Aberystwyth University,Wales,All,2019/20,Other undergraduate,195
10007856,Aberystwyth University,Wales,All,2019/20,Total,6265
10007856,Aberystwyth University,Wales,Wales,2018/19,Postgraduate (research),265
10007856,Aberystwyth University,Wales,Wales,2018/19,Postgraduate (taught),445
10007856,Aberystwyth University,Wales,Wales,2018/19,First degree,5570
10007856,Aberystwyth University,Wales,Wales,2018/19,Other undergraduate,205
10007856,Aberystwyth University,Wales,Wales,2018/19,Total,6490
10007856,Aberystwyth University,All,Wales,2018/19,Postgraduate (research),265
10007856,Aberystwyth University,All,Wales,2018/19,Postgraduate (taught),445
10007856,Aberystwyth University,All,Wales,2018/19,First degree,5570
10007856,Aberystwyth University,All,Wales,2018/19,Other undergraduate,205
10007856,Aberystwyth University,All,Wales,2018/19,Total,6490
10007856,Aberystwyth University,All,All,2018/19,Postgraduate (research),265
10007856,Aberystwyth University,All,All,2018/19,Postgraduate (taught),445
10007856,Aberystwyth University,All,All,2018/19,First degree,5570
10007856,Aberystwyth University,All,All,2018/19,Other undergraduate,205
10007856,Aberystwyth University,All,All,2018/19,Total,6490
10007856,Aberystwyth University,Wales,All,2018/19,Postgraduate (research),265
10007856,Aberystwyth University,Wales,All,2018/19,Postgraduate (taught),445
10007856,Aberystwyth University,Wales,All,2018/19,First degree,5570
10007856,Aberystwyth University,Wales,All,2018/19,Other undergraduate,205
10007856,Aberystwyth University,Wales,All,2018/19,Total,6490
10007856,Aberystwyth University,Wales,Wales,2017/18,Postgraduate (research),300
10007856,Aberystwyth University,Wales,Wales,2017/18,Postgraduate (taught),450
10007856,Aberystwyth University,Wales,Wales,2017/18,First degree,5830
10007856,Aberystwyth University,Wales,Wales,2017/18,Other undergraduate,220
10007856,Aberystwyth University,Wales,Wales,2017/18,Total,6800
10007856,Aberystwyth University,All,Wales,2017/18,Postgraduate (research),300
10007856,Aberystwyth University,All,Wales,2017/18,Postgraduate (taught),450
10007856,Aberystwyth University,All,Wales,2017/18,First degree,5830
10007856,Aberystwyth University,All,Wales,2017/18,Other undergraduate,220
10007856,Aberystwyth University,All,Wales,2017/18,Total,6800
10007856,Aberystwyth University,All,All,2017/18,Postgraduate (research),300
10007856,Aberystwyth University,All,All,2017/18,Postgraduate (taught),450
10007856,Aberystwyth University,All,All,2017/18,First degree,5830
10007856,Aberystwyth University,All,All,2017/18,Other undergraduate,220
10007856,Aberystwyth University,All,All,2017/18,Total,6800
10007856,Aberystwyth University,Wales,All,2017/18,Postgraduate (research),300
10007856,Aberystwyth University,Wales,All,2017/18,Postgraduate (taught),450
10007856,Aberystwyth University,Wales,All,2017/18,First degree,5830
10007856,Aberystwyth University,Wales,All,2017/18,Other undergraduate,220
10007856,Aberystwyth University,Wales,All,2017/18,Total,6800
10007856,Aberystwyth University,Wales,Wales,2016/17,Postgraduate (research),315
10007856,Aberystwyth University,Wales,Wales,2016/17,Postgraduate (taught),410
10007856,Aberystwyth University,Wales,Wales,2016/17,First degree,5920
10007856,Aberystwyth University,Wales,Wales,2016/17,Other undergraduate,225
10007856,Aberystwyth University,Wales,Wales,2016/17,Total,6870
10007856,Aberystwyth University,All,Wales,2016/17,Postgraduate (research),315
10007856,Aberystwyth University,All,Wales,2016/17,Postgraduate (taught),410
10007856,Aberystwyth University,All,Wales,2016/17,First degree,5920
10007856,Aberystwyth University,All,Wales,2016/17,Other undergraduate,225
10007856,Aberystwyth University,All,Wales,2016/17,Total,6870
10007856,Aberystwyth University,All,All,2016/17,Postgraduate (research),315
10007856,Aberystwyth University,All,All,2016/17,Postgraduate (taught),410
10007856,Aberystwyth University,All,All,2016/17,First degree,5920
10007856,Aberystwyth University,All,All,2016/17,Other undergraduate,225
10007856,Aberystwyth University,All,All,2016/17,Total,6870
10007856,Aberystwyth University,Wales,All,2016/17,Postgraduate (research),315
10007856,Aberystwyth University,Wales,All,2016/17,Postgraduate (taught),410
10007856,Aberystwyth University,Wales,All,2016/17,First degree,5920
10007856,Aberystwyth University,Wales,All,2016/17,Other undergraduate,225
10007856,Aberystwyth University,Wales,All,2016/17,Total,6870
10007856,Aberystwyth University,Wales,Wales,2015/16,Postgraduate (research),325
10007856,Aberystwyth University,Wales,Wales,2015/16,Postgraduate (taught),385
10007856,Aberystwyth University,Wales,Wales,2015/16,First degree,6210
10007856,Aberystwyth University,Wales,Wales,2015/16,Other undergraduate,260
10007856,Aberystwyth University,Wales,Wales,2015/16,Total,7185
10007856,Aberystwyth University,All,Wales,2015/16,Postgraduate (research),325
10007856,Aberystwyth University,All,Wales,2015/16,Postgraduate (taught),385
10007856,Aberystwyth University,All,Wales,2015/16,First degree,6210
10007856,Aberystwyth University,All,Wales,2015/16,Other undergraduate,260
10007856,Aberystwyth University,All,Wales,2015/16,Total,7185
10007856,Aberystwyth University,All,All,2015/16,Postgraduate (research),325
10007856,Aberystwyth University,All,All,2015/16,Postgraduate (taught),385
10007856,Aberystwyth University,All,All,2015/16,First degree,6210
10007856,Aberystwyth University,All,All,2015/16,Other undergraduate,260
10007856,Aberystwyth University,All,All,2015/16,Total,7185
10007856,Aberystwyth University,Wales,All,2015/16,Postgraduate (research),325
10007856,Aberystwyth University,Wales,All,2015/16,Postgraduate (taught),385
10007856,Aberystwyth University,Wales,All,2015/16,First degree,6210
