UKPRN,HE provider,Academic Year,Level of study,Number
10007152.0,University of Bedfordshire,2015/16,Postgraduate (research),200
10007152.0,University of Bedfordshire,2015/16,Postgraduate (taught),1495
10007152.0,University of Bedfordshire,2015/16,First degree,9075
10007152.0,University of Bedfordshire,2015/16,Other undergraduate,600
10007152.0,University of Bedfordshire,2014/15,Postgraduate (research),285
10007152.0,University of Bedfordshire,2014/15,Postgraduate (taught),1575
10007152.0,University of Bedfordshire,2014/15,First degree,9655
10007152.0,University of Bedfordshire,2014/15,Other undergraduate,640
10005343.0,Queen's University Belfast,2020/21,Postgraduate (research),1590
10005343.0,Queen's University Belfast,2020/21,Postgraduate (taught),3675
10005343.0,Queen's University Belfast,2020/21,First degree,16140
10005343.0,Queen's University Belfast,2020/21,Other undergraduate,455
10005343.0,Queen's University Belfast,2019/20,Postgraduate (research),1445
10005343.0,Queen's University Belfast,2019/20,Postgraduate (taught),3050
10005343.0,Queen's University Belfast,2019/20,First degree,14910
10005343.0,Queen's University Belfast,2019/20,Other undergraduate,790
10005343.0,Queen's University Belfast,2018/19,Postgraduate (research),1410
10005343.0,Queen's University Belfast,2018/19,Postgraduate (taught),2745
10005343.0,Queen's University Belfast,2018/19,First degree,14760
10005343.0,Queen's University Belfast,2018/19,Other undergraduate,870
10005343.0,Queen's University Belfast,2017/18,Postgraduate (research),1435
10005343.0,Queen's University Belfast,2017/18,Postgraduate (taught),2730
10005343.0,Queen's University Belfast,2017/18,First degree,14670
10005343.0,Queen's University Belfast,2017/18,Other undergraduate,855
10005343.0,Queen's University Belfast,2016/17,Postgraduate (research),1425
10005343.0,Queen's University Belfast,2016/17,Postgraduate (taught),2080
10005343.0,Queen's University Belfast,2016/17,First degree,14625
10005343.0,Queen's University Belfast,2016/17,Other undergraduate,870
10005343.0,Queen's University Belfast,2015/16,Postgraduate (research),1360
10005343.0,Queen's University Belfast,2015/16,Postgraduate (taught),2000
10005343.0,Queen's University Belfast,2015/16,First degree,14695
10005343.0,Queen's University Belfast,2015/16,Other undergraduate,880
10005343.0,Queen's University Belfast,2014/15,Postgraduate (research),1345
10005343.0,Queen's University Belfast,2014/15,Postgraduate (taught),2020
10005343.0,Queen's University Belfast,2014/15,First degree,14680
10005343.0,Queen's University Belfast,2014/15,Other undergraduate,840
10037544.0,BIMM Limited,2020/21,Postgraduate (research),0
10037544.0,BIMM Limited,2020/21,Postgraduate (taught),150
10037544.0,BIMM Limited,2020/21,First degree,5670
10037544.0,BIMM Limited,2020/21,Other undergraduate,180
10037544.0,BIMM Limited,2019/20,Postgraduate (research),0
10037544.0,BIMM Limited,2019/20,Postgraduate (taught),70
10037544.0,BIMM Limited,2019/20,First degree,5035
10037544.0,BIMM Limited,2019/20,Other undergraduate,0
10037544.0,BIMM Limited,2018/19,Postgraduate (research),0
10037544.0,BIMM Limited,2018/19,Postgraduate (taught),10
10037544.0,BIMM Limited,2018/19,First degree,4905
10037544.0,BIMM Limited,2018/19,Other undergraduate,0
10037544.0,BIMM Limited,2017/18,Postgraduate (research),0
10037544.0,BIMM Limited,2017/18,Postgraduate (taught),10
10037544.0,BIMM Limited,2017/18,First degree,5155
10037544.0,BIMM Limited,2017/18,Other undergraduate,0
10037544.0,BIMM Limited,2016/17,Postgraduate (research),0
10037544.0,BIMM Limited,2016/17,Postgraduate (taught),0
10037544.0,BIMM Limited,2016/17,First degree,4805
10037544.0,BIMM Limited,2016/17,Other undergraduate,0
10037544.0,BIMM Limited,2015/16,Postgraduate (research),0
10037544.0,BIMM Limited,2015/16,Postgraduate (taught),0
10037544.0,BIMM Limited,2015/16,First degree,4205
10037544.0,BIMM Limited,2015/16,Other undergraduate,0
10037544.0,BIMM Limited,2014/15,Postgraduate (research),0
10037544.0,BIMM Limited,2014/15,Postgraduate (taught),0
10037544.0,BIMM Limited,2014/15,First degree,2185
10037544.0,BIMM Limited,2014/15,Other undergraduate,35
10007760.0,Birkbeck College,2020/21,Postgraduate (research),455
10007760.0,Birkbeck College,2020/21,Postgraduate (taught),2705
10007760.0,Birkbeck College,2020/21,First degree,4680
10007760.0,Birkbeck College,2020/21,Other undergraduate,680
10007760.0,Birkbeck College,2019/20,Postgraduate (research),470
10007760.0,Birkbeck College,2019/20,Postgraduate (taught),2395
10007760.0,Birkbeck College,2019/20,First degree,4395
10007760.0,Birkbeck College,2019/20,Other undergraduate,795
10007760.0,Birkbeck College,2018/19,Postgraduate (research),525
10007760.0,Birkbeck College,2018/19,Postgraduate (taught),2455
10007760.0,Birkbeck College,2018/19,First degree,4555
10007760.0,Birkbeck College,2018/19,Other undergraduate,855
10007760.0,Birkbeck College,2017/18,Postgraduate (research),585
10007760.0,Birkbeck College,2017/18,Postgraduate (taught),2280
10007760.0,Birkbeck College,2017/18,First degree,4290
10007760.0,Birkbeck College,2017/18,Other undergraduate,995
10007760.0,Birkbeck College,2016/17,Postgraduate (research),585
10007760.0,Birkbeck College,2016/17,Postgraduate (taught),2245
10007760.0,Birkbeck College,2016/17,First degree,4385
10007760.0,Birkbeck College,2016/17,Other undergraduate,1410
10007760.0,Birkbeck College,2015/16,Postgraduate (research),530
10007760.0,Birkbeck College,2015/16,Postgraduate (taught),1855
10007760.0,Birkbeck College,2015/16,First degree,4490
10007760.0,Birkbeck College,2015/16,Other undergraduate,1370
10007760.0,Birkbeck College,2014/15,Postgraduate (research),625
10007760.0,Birkbeck College,2014/15,Postgraduate (taught),1840
10007760.0,Birkbeck College,2014/15,First degree,4745
10007760.0,Birkbeck College,2014/15,Other undergraduate,1805
10007140.0,Birmingham City University,2020/21,Postgraduate (research),360
10007140.0,Birmingham City University,2020/21,Postgraduate (taught),4485
10007140.0,Birmingham City University,2020/21,First degree,19005
10007140.0,Birmingham City University,2020/21,Other undergraduate,1240
10007140.0,Birmingham City University,2019/20,Postgraduate (research),350
10007140.0,Birmingham City University,2019/20,Postgraduate (taught),3700
10007140.0,Birmingham City University,2019/20,First degree,18060
10007140.0,Birmingham City University,2019/20,Other undergraduate,1265
10007140.0,Birmingham City University,2018/19,Postgraduate (research),345
10007140.0,Birmingham City University,2018/19,Postgraduate (taught),3195
10007140.0,Birmingham City University,2018/19,First degree,17250
10007140.0,Birmingham City University,2018/19,Other undergraduate,1220
10007140.0,Birmingham City University,2017/18,Postgraduate (research),350
10007140.0,Birmingham City University,2017/18,Postgraduate (taught),2790
10007140.0,Birmingham City University,2017/18,First degree,16755
10007140.0,Birmingham City University,2017/18,Other undergraduate,1190
10007140.0,Birmingham City University,2016/17,Postgraduate (research),320
10007140.0,Birmingham City University,2016/17,Postgraduate (taught),2525
10007140.0,Birmingham City University,2016/17,First degree,16345
10007140.0,Birmingham City University,2016/17,Other undergraduate,1185
10007140.0,Birmingham City University,2015/16,Postgraduate (research),260
10007140.0,Birmingham City University,2015/16,Postgraduate (taught),2335
10007140.0,Birmingham City University,2015/16,First degree,16105
10007140.0,Birmingham City University,2015/16,Other undergraduate,1295
10007140.0,Birmingham City University,2014/15,Postgraduate (research),210
10007140.0,Birmingham City University,2014/15,Postgraduate (taught),2190
10007140.0,Birmingham City University,2014/15,First degree,15555
10007140.0,Birmingham City University,2014/15,Other undergraduate,1265
10006840.0,The University of Birmingham,2020/21,Postgraduate (research),2910
10006840.0,The University of Birmingham,2020/21,Postgraduate (taught),6645
10006840.0,The University of Birmingham,2020/21,First degree,23385
10006840.0,The University of Birmingham,2020/21,Other undergraduate,490
10006840.0,The University of Birmingham,2019/20,Postgraduate (research),2745
10006840.0,The University of Birmingham,2019/20,Postgraduate (taught),7180
10006840.0,The University of Birmingham,2019/20,First degree,22155
10006840.0,The University of Birmingham,2019/20,Other undergraduate,480
10006840.0,The University of Birmingham,2018/19,Postgraduate (research),2710
10006840.0,The University of Birmingham,2018/19,Postgraduate (taught),7040
10006840.0,The University of Birmingham,2018/19,First degree,21865
10006840.0,The University of Birmingham,2018/19,Other undergraduate,515
10006840.0,The University of Birmingham,2017/18,Postgraduate (research),2510
10006840.0,The University of Birmingham,2017/18,Postgraduate (taught),6840
10006840.0,The University of Birmingham,2017/18,First degree,21490
10006840.0,The University of Birmingham,2017/18,Other undergraduate,550
10006840.0,The University of Birmingham,2016/17,Postgraduate (research),2480
10006840.0,The University of Birmingham,2016/17,Postgraduate (taught),6800
10006840.0,The University of Birmingham,2016/17,First degree,20960
10006840.0,The University of Birmingham,2016/17,Other undergraduate,720
10006840.0,The University of Birmingham,2015/16,Postgraduate (research),2570
10006840.0,The University of Birmingham,2015/16,Postgraduate (taught),6260
10006840.0,The University of Birmingham,2015/16,First degree,20105
10006840.0,The University of Birmingham,2015/16,Other undergraduate,685
10006840.0,The University of Birmingham,2014/15,Postgraduate (research),2575
10006840.0,The University of Birmingham,2014/15,Postgraduate (taught),5490
10006840.0,The University of Birmingham,2014/15,First degree,18715
10006840.0,The University of Birmingham,2014/15,Other undergraduate,710
10000712.0,University College Birmingham,2020/21,Postgraduate (research),0
10000712.0,University College Birmingham,2020/21,Postgraduate (taught),420
10000712.0,University College Birmingham,2020/21,First degree,2755
10000712.0,University College Birmingham,2020/21,Other undergraduate,1475
10000712.0,University College Birmingham,2019/20,Postgraduate (research),0
10000712.0,University College Birmingham,2019/20,Postgraduate (taught),385
10000712.0,University College Birmingham,2019/20,First degree,2640
10000712.0,University College Birmingham,2019/20,Other undergraduate,1325
10000712.0,University College Birmingham,2018/19,Postgraduate (research),0
10000712.0,University College Birmingham,2018/19,Postgraduate (taught),375
10000712.0,University College Birmingham,2018/19,First degree,2700
10000712.0,University College Birmingham,2018/19,Other undergraduate,1280
10000712.0,University College Birmingham,2017/18,Postgraduate (research),0
10000712.0,University College Birmingham,2017/18,Postgraduate (taught),385
10000712.0,University College Birmingham,2017/18,First degree,2810
10000712.0,University College Birmingham,2017/18,Other undergraduate,1195
10000712.0,University College Birmingham,2016/17,Postgraduate (research),0
10000712.0,University College Birmingham,2016/17,Postgraduate (taught),360
10000712.0,University College Birmingham,2016/17,First degree,2805
10000712.0,University College Birmingham,2016/17,Other undergraduate,1170
10000712.0,University College Birmingham,2015/16,Postgraduate (research),0
10000712.0,University College Birmingham,2015/16,Postgraduate (taught),325
10000712.0,University College Birmingham,2015/16,First degree,2655
10000712.0,University College Birmingham,2015/16,Other undergraduate,1315
10000712.0,University College Birmingham,2014/15,Postgraduate (research),0
10000712.0,University College Birmingham,2014/15,Postgraduate (taught),370
10000712.0,University College Birmingham,2014/15,First degree,2475
10000712.0,University College Birmingham,2014/15,Other undergraduate,1295
10000894.0,Bristol Baptist College,2020/21,Postgraduate (research),5
10000894.0,Bristol Baptist College,2020/21,Postgraduate (taught),10
10000894.0,Bristol Baptist College,2020/21,First degree,10
10000894.0,Bristol Baptist College,2020/21,Other undergraduate,5
10000894.0,Bristol Baptist College,2019/20,Postgraduate (research),5
10000894.0,Bristol Baptist College,2019/20,Postgraduate (taught),10
10000894.0,Bristol Baptist College,2019/20,First degree,10
10000894.0,Bristol Baptist College,2019/20,Other undergraduate,5
10000894.0,Bristol Baptist College,2018/19,Postgraduate (research),5
10000894.0,Bristol Baptist College,2018/19,Postgraduate (taught),5
10000894.0,Bristol Baptist College,2018/19,First degree,15
10000894.0,Bristol Baptist College,2018/19,Other undergraduate,10
10000894.0,Bristol Baptist College,2017/18,Postgraduate (research),5
10000894.0,Bristol Baptist College,2017/18,Postgraduate (taught),5
10000894.0,Bristol Baptist College,2017/18,First degree,15
10000894.0,Bristol Baptist College,2017/18,Other undergraduate,5
10000894.0,Bristol Baptist College,2016/17,Postgraduate (research),0
10000894.0,Bristol Baptist College,2016/17,Postgraduate (taught),0
10000894.0,Bristol Baptist College,2016/17,First degree,10
10000894.0,Bristol Baptist College,2016/17,Other undergraduate,10
10000894.0,Bristol Baptist College,2015/16,Postgraduate (research),0
10000894.0,Bristol Baptist College,2015/16,Postgraduate (taught),0
10000894.0,Bristol Baptist College,2015/16,First degree,10
10000894.0,Bristol Baptist College,2015/16,Other undergraduate,10
10007811.0,Bishop Grosseteste University,2020/21,Postgraduate (research),30
10007811.0,Bishop Grosseteste University,2020/21,Postgraduate (taught),495
10007811.0,Bishop Grosseteste University,2020/21,First degree,1430
10007811.0,Bishop Grosseteste University,2020/21,Other undergraduate,195
10007811.0,Bishop Grosseteste University,2019/20,Postgraduate (research),20
10007811.0,Bishop Grosseteste University,2019/20,Postgraduate (taught),405
10007811.0,Bishop Grosseteste University,2019/20,First degree,1405
10007811.0,Bishop Grosseteste University,2019/20,Other undergraduate,190
10007811.0,Bishop Grosseteste University,2018/19,Postgraduate (research),20
10007811.0,Bishop Grosseteste University,2018/19,Postgraduate (taught),385
