UKPRN,HE provider,Academic Year,Level of study,Number
10004063.0,London School of Economics and Political Science,2018/19,First degree,4990
10004063.0,London School of Economics and Political Science,2018/19,Other undergraduate,0
10004063.0,London School of Economics and Political Science,2017/18,Postgraduate (research),480
10004063.0,London School of Economics and Political Science,2017/18,Postgraduate (taught),5515
10004063.0,London School of Economics and Political Science,2017/18,First degree,4755
10004063.0,London School of Economics and Political Science,2017/18,Other undergraduate,0
10004063.0,London School of Economics and Political Science,2016/17,Postgraduate (research),490
10004063.0,London School of Economics and Political Science,2016/17,Postgraduate (taught),5150
10004063.0,London School of Economics and Political Science,2016/17,First degree,4715
10004063.0,London School of Economics and Political Science,2016/17,Other undergraduate,0
10004063.0,London School of Economics and Political Science,2015/16,Postgraduate (research),520
10004063.0,London School of Economics and Political Science,2015/16,Postgraduate (taught),4645
10004063.0,London School of Economics and Political Science,2015/16,First degree,4595
10004063.0,London School of Economics and Political Science,2015/16,Other undergraduate,0
10004063.0,London School of Economics and Political Science,2014/15,Postgraduate (research),540
10004063.0,London School of Economics and Political Science,2014/15,Postgraduate (taught),4825
10004063.0,London School of Economics and Political Science,2014/15,First degree,4310
10004063.0,London School of Economics and Political Science,2014/15,Other undergraduate,0
10007771.0,London School of Hygiene and Tropical Medicine,2020/21,Postgraduate (research),285
10007771.0,London School of Hygiene and Tropical Medicine,2020/21,Postgraduate (taught),610
10007771.0,London School of Hygiene and Tropical Medicine,2020/21,First degree,0
10007771.0,London School of Hygiene and Tropical Medicine,2020/21,Other undergraduate,0
10007771.0,London School of Hygiene and Tropical Medicine,2019/20,Postgraduate (research),270
10007771.0,London School of Hygiene and Tropical Medicine,2019/20,Postgraduate (taught),585
10007771.0,London School of Hygiene and Tropical Medicine,2019/20,First degree,0
10007771.0,London School of Hygiene and Tropical Medicine,2019/20,Other undergraduate,0
10007771.0,London School of Hygiene and Tropical Medicine,2018/19,Postgraduate (research),265
10007771.0,London School of Hygiene and Tropical Medicine,2018/19,Postgraduate (taught),630
10007771.0,London School of Hygiene and Tropical Medicine,2018/19,First degree,0
10007771.0,London School of Hygiene and Tropical Medicine,2018/19,Other undergraduate,0
10007771.0,London School of Hygiene and Tropical Medicine,2017/18,Postgraduate (research),280
10007771.0,London School of Hygiene and Tropical Medicine,2017/18,Postgraduate (taught),570
10007771.0,London School of Hygiene and Tropical Medicine,2017/18,First degree,0
10007771.0,London School of Hygiene and Tropical Medicine,2017/18,Other undergraduate,0
10007771.0,London School of Hygiene and Tropical Medicine,2016/17,Postgraduate (research),270
10007771.0,London School of Hygiene and Tropical Medicine,2016/17,Postgraduate (taught),660
10007771.0,London School of Hygiene and Tropical Medicine,2016/17,First degree,0
10007771.0,London School of Hygiene and Tropical Medicine,2016/17,Other undergraduate,0
10007771.0,London School of Hygiene and Tropical Medicine,2015/16,Postgraduate (research),280
10007771.0,London School of Hygiene and Tropical Medicine,2015/16,Postgraduate (taught),580
10007771.0,London School of Hygiene and Tropical Medicine,2015/16,First degree,0
10007771.0,London School of Hygiene and Tropical Medicine,2015/16,Other undergraduate,0
10007771.0,London School of Hygiene and Tropical Medicine,2014/15,Postgraduate (research),255
10007771.0,London School of Hygiene and Tropical Medicine,2014/15,Postgraduate (taught),595
10007771.0,London School of Hygiene and Tropical Medicine,2014/15,First degree,0
10007771.0,London School of Hygiene and Tropical Medicine,2014/15,Other undergraduate,0
10022285.0,London School of Management Education,2020/21,Postgraduate (research),0
10022285.0,London School of Management Education,2020/21,Postgraduate (taught),5
10022285.0,London School of Management Education,2020/21,First degree,295
10022285.0,London School of Management Education,2020/21,Other undergraduate,310
10022285.0,London School of Management Education,2019/20,Postgraduate (research),0
10022285.0,London School of Management Education,2019/20,Postgraduate (taught),0
10022285.0,London School of Management Education,2019/20,First degree,230
10022285.0,London School of Management Education,2019/20,Other undergraduate,225
10022285.0,London School of Management Education,2018/19,Postgraduate (research),0
10022285.0,London School of Management Education,2018/19,Postgraduate (taught),0
10022285.0,London School of Management Education,2018/19,First degree,80
10022285.0,London School of Management Education,2018/19,Other undergraduate,275
10022285.0,London School of Management Education,2017/18,Postgraduate (research),0
10022285.0,London School of Management Education,2017/18,Postgraduate (taught),0
10022285.0,London School of Management Education,2017/18,First degree,0
10022285.0,London School of Management Education,2017/18,Other undergraduate,295
10022285.0,London School of Management Education,2016/17,Postgraduate (research),0
10022285.0,London School of Management Education,2016/17,Postgraduate (taught),0
10022285.0,London School of Management Education,2016/17,First degree,0
10022285.0,London School of Management Education,2016/17,Other undergraduate,260
10022285.0,London School of Management Education,2015/16,Postgraduate (research),0
10022285.0,London School of Management Education,2015/16,Postgraduate (taught),0
10022285.0,London School of Management Education,2015/16,First degree,0
10022285.0,London School of Management Education,2015/16,Other undergraduate,230
10022285.0,London School of Management Education,2014/15,Postgraduate (research),0
10022285.0,London School of Management Education,2014/15,Postgraduate (taught),0
10022285.0,London School of Management Education,2014/15,First degree,0
10022285.0,London School of Management Education,2014/15,Other undergraduate,85
10004075.0,London School of Theology,2020/21,Postgraduate (research),15
10004075.0,London School of Theology,2020/21,Postgraduate (taught),20
10004075.0,London School of Theology,2020/21,First degree,230
10004075.0,London School of Theology,2020/21,Other undergraduate,0
10004075.0,London School of Theology,2019/20,Postgraduate (research),15
10004075.0,London School of Theology,2019/20,Postgraduate (taught),15
10004075.0,London School of Theology,2019/20,First degree,230
10004075.0,London School of Theology,2019/20,Other undergraduate,5
10004075.0,London School of Theology,2018/19,Postgraduate (research),15
10004075.0,London School of Theology,2018/19,Postgraduate (taught),20
10004075.0,London School of Theology,2018/19,First degree,195
10004075.0,London School of Theology,2018/19,Other undergraduate,5
10004075.0,London School of Theology,2017/18,Postgraduate (research),20
10004075.0,London School of Theology,2017/18,Postgraduate (taught),15
10004075.0,London School of Theology,2017/18,First degree,210
10004075.0,London School of Theology,2017/18,Other undergraduate,10
10004075.0,London School of Theology,2016/17,Postgraduate (research),0
10004075.0,London School of Theology,2016/17,Postgraduate (taught),0
10004075.0,London School of Theology,2016/17,First degree,160
10004075.0,London School of Theology,2016/17,Other undergraduate,10
10004075.0,London School of Theology,2015/16,Postgraduate (research),0
10004075.0,London School of Theology,2015/16,Postgraduate (taught),0
10004075.0,London School of Theology,2015/16,First degree,150
10004075.0,London School of Theology,2015/16,Other undergraduate,20
10004075.0,London School of Theology,2014/15,Postgraduate (research),0
10004075.0,London School of Theology,2014/15,Postgraduate (taught),0
10004075.0,London School of Theology,2014/15,First degree,160
10004075.0,London School of Theology,2014/15,Other undergraduate,15
10022944.0,Stratford College London Limited,2017/18,Postgraduate (research),0
10022944.0,Stratford College London Limited,2017/18,Postgraduate (taught),0
10022944.0,Stratford College London Limited,2017/18,First degree,0
10022944.0,Stratford College London Limited,2017/18,Other undergraduate,385
10022944.0,Stratford College London Limited,2016/17,Postgraduate (research),0
10022944.0,Stratford College London Limited,2016/17,Postgraduate (taught),0
10022944.0,Stratford College London Limited,2016/17,First degree,0
10022944.0,Stratford College London Limited,2016/17,Other undergraduate,410
10022944.0,Stratford College London Limited,2015/16,Postgraduate (research),0
10022944.0,Stratford College London Limited,2015/16,Postgraduate (taught),0
10022944.0,Stratford College London Limited,2015/16,First degree,0
10022944.0,Stratford College London Limited,2015/16,Other undergraduate,380
10022944.0,Stratford College London Limited,2014/15,Postgraduate (research),0
10022944.0,Stratford College London Limited,2014/15,Postgraduate (taught),0
10022944.0,Stratford College London Limited,2014/15,First degree,0
10022944.0,Stratford College London Limited,2014/15,Other undergraduate,245
10004079.0,London Studio Centre,2020/21,Postgraduate (research),0
10004079.0,London Studio Centre,2020/21,Postgraduate (taught),10
10004079.0,London Studio Centre,2020/21,First degree,305
10004079.0,London Studio Centre,2020/21,Other undergraduate,0
10004079.0,London Studio Centre,2019/20,Postgraduate (research),0
10004079.0,London Studio Centre,2019/20,Postgraduate (taught),5
10004079.0,London Studio Centre,2019/20,First degree,310
10004079.0,London Studio Centre,2019/20,Other undergraduate,0
10004079.0,London Studio Centre,2018/19,Postgraduate (research),0
10004079.0,London Studio Centre,2018/19,Postgraduate (taught),0
10004079.0,London Studio Centre,2018/19,First degree,325
10004079.0,London Studio Centre,2018/19,Other undergraduate,0
10004079.0,London Studio Centre,2017/18,Postgraduate (research),0
10004079.0,London Studio Centre,2017/18,Postgraduate (taught),0
10004079.0,London Studio Centre,2017/18,First degree,340
10004079.0,London Studio Centre,2017/18,Other undergraduate,0
10004079.0,London Studio Centre,2016/17,Postgraduate (research),0
10004079.0,London Studio Centre,2016/17,Postgraduate (taught),0
10004079.0,London Studio Centre,2016/17,First degree,330
10004079.0,London Studio Centre,2016/17,Other undergraduate,0
10004079.0,London Studio Centre,2015/16,Postgraduate (research),0
10004079.0,London Studio Centre,2015/16,Postgraduate (taught),0
10004079.0,London Studio Centre,2015/16,First degree,320
10004079.0,London Studio Centre,2015/16,Other undergraduate,0
10004079.0,London Studio Centre,2014/15,Postgraduate (research),0
10004079.0,London Studio Centre,2014/15,Postgraduate (taught),0
10004079.0,London Studio Centre,2014/15,First degree,310
10004079.0,London Studio Centre,2014/15,Other undergraduate,0
10000939.0,West London College,2017/18,Postgraduate (research),0
10000939.0,West London College,2017/18,Postgraduate (taught),0
10000939.0,West London College,2017/18,First degree,10
10000939.0,West London College,2017/18,Other undergraduate,0
10000939.0,West London College,2016/17,Postgraduate (research),0
10000939.0,West London College,2016/17,Postgraduate (taught),0
10000939.0,West London College,2016/17,First degree,90
10000939.0,West London College,2016/17,Other undergraduate,0
10000939.0,West London College,2015/16,Postgraduate (research),0
10000939.0,West London College,2015/16,Postgraduate (taught),0
10000939.0,West London College,2015/16,First degree,205
10000939.0,West London College,2015/16,Other undergraduate,0
10000939.0,West London College,2014/15,Postgraduate (research),0
10000939.0,West London College,2014/15,Postgraduate (taught),0
10000939.0,West London College,2014/15,First degree,325
10000939.0,West London College,2014/15,Other undergraduate,0
10062810.0,The London School of Architecture,2020/21,Postgraduate (research),0
10062810.0,The London School of Architecture,2020/21,Postgraduate (taught),100
10062810.0,The London School of Architecture,2020/21,First degree,0
10062810.0,The London School of Architecture,2020/21,Other undergraduate,0
10062810.0,The London School of Architecture,2019/20,Postgraduate (research),0
10062810.0,The London School of Architecture,2019/20,Postgraduate (taught),90
10062810.0,The London School of Architecture,2019/20,First degree,0
10062810.0,The London School of Architecture,2019/20,Other undergraduate,0
10062810.0,The London School of Architecture,2018/19,Postgraduate (research),0
10062810.0,The London School of Architecture,2018/19,Postgraduate (taught),75
10062810.0,The London School of Architecture,2018/19,First degree,0
10062810.0,The London School of Architecture,2018/19,Other undergraduate,0
10008289.0,The London Institute of Banking & Finance,2020/21,Postgraduate (research),0
10008289.0,The London Institute of Banking & Finance,2020/21,Postgraduate (taught),0
10008289.0,The London Institute of Banking & Finance,2020/21,First degree,225
10008289.0,The London Institute of Banking & Finance,2020/21,Other undergraduate,15
10008289.0,The London Institute of Banking & Finance,2019/20,Postgraduate (research),0
10008289.0,The London Institute of Banking & Finance,2019/20,Postgraduate (taught),0
10008289.0,The London Institute of Banking & Finance,2019/20,First degree,195
10008289.0,The London Institute of Banking & Finance,2019/20,Other undergraduate,5
10008289.0,The London Institute of Banking & Finance,2018/19,Postgraduate (research),0
10008289.0,The London Institute of Banking & Finance,2018/19,Postgraduate (taught),0
10008289.0,The London Institute of Banking & Finance,2018/19,First degree,210
10008289.0,The London Institute of Banking & Finance,2018/19,Other undergraduate,5
10008289.0,The London Institute of Banking & Finance,2017/18,Postgraduate (research),0
10008289.0,The London Institute of Banking & Finance,2017/18,Postgraduate (taught),5
10008289.0,The London Institute of Banking & Finance,2017/18,First degree,140
10008289.0,The London Institute of Banking & Finance,2017/18,Other undergraduate,20
10008289.0,The London Institute of Banking & Finance,2016/17,Postgraduate (research),0
10008289.0,The London Institute of Banking & Finance,2016/17,Postgraduate (taught),0
10008289.0,The London Institute of Banking & Finance,2016/17,First degree,135
10008289.0,The London Institute of Banking & Finance,2016/17,Other undergraduate,75
10008289.0,The London Institute of Banking & Finance,2015/16,Postgraduate (research),0
10008289.0,The London Institute of Banking & Finance,2015/16,Postgraduate (taught),0
10008289.0,The London Institute of Banking & Finance,2015/16,First degree,190
10008289.0,The London Institute of Banking & Finance,2015/16,Other undergraduate,145
10008289.0,The London Institute of Banking & Finance,2014/15,Postgraduate (research),0
10008289.0,The London Institute of Banking & Finance,2014/15,Postgraduate (taught),5
10008289.0,The London Institute of Banking & Finance,2014/15,First degree,215
10008289.0,The London Institute of Banking & Finance,2014/15,Other undergraduate,350
10004035.0,The Film Education Training Trust Limited,2020/21,Postgraduate (research),0
10004035.0,The Film Education Training Trust Limited,2020/21,Postgraduate (taught),30
10004035.0,The Film Education Training Trust Limited,2020/21,First degree,135
10004035.0,The Film Education Training Trust Limited,2020/21,Other undergraduate,0
10004035.0,The Film Education Training Trust Limited,2019/20,Postgraduate (research),0
10004035.0,The Film Education Training Trust Limited,2019/20,Postgraduate (taught),30
10004035.0,The Film Education Training Trust Limited,2019/20,First degree,65
10004035.0,The Film Education Training Trust Limited,2019/20,Other undergraduate,0
10004035.0,The Film Education Training Trust Limited,2018/19,Postgraduate (research),0
10004035.0,The Film Education Training Trust Limited,2018/19,Postgraduate (taught),25
10004035.0,The Film Education Training Trust Limited,2018/19,First degree,25
10004035.0,The Film Education Training Trust Limited,2018/19,Other undergraduate,0
10004113.0,Loughborough University,2020/21,Postgraduate (research),880
10004113.0,Loughborough University,2020/21,Postgraduate (taught),2425
10004113.0,Loughborough University,2020/21,First degree,13960
10004113.0,Loughborough University,2020/21,Other undergraduate,0
10004113.0,Loughborough University,2019/20,Postgraduate (research),930
10004113.0,Loughborough University,2019/20,Postgraduate (taught),2690
10004113.0,Loughborough University,2019/20,First degree,13510
10004113.0,Loughborough University,2019/20,Other undergraduate,0
10004113.0,Loughborough University,2018/19,Postgraduate (research),1005
10004113.0,Loughborough University,2018/19,Postgraduate (taught),2505
10004113.0,Loughborough University,2018/19,First degree,13290
10004113.0,Loughborough University,2018/19,Other undergraduate,0
10004113.0,Loughborough University,2017/18,Postgraduate (research),960
10004113.0,Loughborough University,2017/18,Postgraduate (taught),2240
10004113.0,Loughborough University,2017/18,First degree,12795
10004113.0,Loughborough University,2017/18,Other undergraduate,0
10004113.0,Loughborough University,2016/17,Postgraduate (research),1010
10004113.0,Loughborough University,2016/17,Postgraduate (taught),2140
10004113.0,Loughborough University,2016/17,First degree,12625
10004113.0,Loughborough University,2016/17,Other undergraduate,0
10004113.0,Loughborough University,2015/16,Postgraduate (research),1045
10004113.0,Loughborough University,2015/16,Postgraduate (taught),1920
10004113.0,Loughborough University,2015/16,First degree,12370
10004113.0,Loughborough University,2015/16,Other undergraduate,0
10004113.0,Loughborough University,2014/15,Postgraduate (research),1085
10004113.0,Loughborough University,2014/15,Postgraduate (taught),1375
10004113.0,Loughborough University,2014/15,First degree,11825
10004113.0,Loughborough University,2014/15,Other undergraduate,0
10009612.0,Luther King House Educational Trust,2020/21,Postgraduate (research),5
10009612.0,Luther King House Educational Trust,2020/21,Postgraduate (taught),10
10009612.0,Luther King House Educational Trust,2020/21,First degree,25
10009612.0,Luther King House Educational Trust,2020/21,Other undergraduate,5
10009612.0,Luther King House Educational Trust,2019/20,Postgraduate (research),5
10009612.0,Luther King House Educational Trust,2019/20,Postgraduate (taught),10
10009612.0,Luther King House Educational Trust,2019/20,First degree,30
10009612.0,Luther King House Educational Trust,2019/20,Other undergraduate,0
10009612.0,Luther King House Educational Trust,2018/19,Postgraduate (research),10
10009612.0,Luther King House Educational Trust,2018/19,Postgraduate (taught),10
10009612.0,Luther King House Educational Trust,2018/19,First degree,40
10009612.0,Luther King House Educational Trust,2018/19,Other undergraduate,0
10009612.0,Luther King House Educational Trust,2017/18,Postgraduate (research),5
10009612.0,Luther King House Educational Trust,2017/18,Postgraduate (taught),15
10009612.0,Luther King House Educational Trust,2017/18,First degree,40
10009612.0,Luther King House Educational Trust,2017/18,Other undergraduate,0
10009612.0,Luther King House Educational Trust,2016/17,Postgraduate (research),0
10009612.0,Luther King House Educational Trust,2016/17,Postgraduate (taught),0
10009612.0,Luther King House Educational Trust,2016/17,First degree,50
10009612.0,Luther King House Educational Trust,2016/17,Other undergraduate,0
10009612.0,Luther King House Educational Trust,2015/16,Postgraduate (research),0
10009612.0,Luther King House Educational Trust,2015/16,Postgraduate (taught),0
10009612.0,Luther King House Educational Trust,2015/16,First degree,50
10009612.0,Luther King House Educational Trust,2015/16,Other undergraduate,0
10004180.0,The Manchester Metropolitan University,2020/21,Postgraduate (research),495
10004180.0,The Manchester Metropolitan University,2020/21,Postgraduate (taught),4600
10004180.0,The Manchester Metropolitan University,2020/21,First degree,26295
10004180.0,The Manchester Metropolitan University,2020/21,Other undergraduate,115
10004180.0,The Manchester Metropolitan University,2019/20,Postgraduate (research),550
10004180.0,The Manchester Metropolitan University,2019/20,Postgraduate (taught),4105
10004180.0,The Manchester Metropolitan University,2019/20,First degree,25075
10004180.0,The Manchester Metropolitan University,2019/20,Other undergraduate,105
10004180.0,The Manchester Metropolitan University,2018/19,Postgraduate (research),565
10004180.0,The Manchester Metropolitan University,2018/19,Postgraduate (taught),3760
10004180.0,The Manchester Metropolitan University,2018/19,First degree,24545
10004180.0,The Manchester Metropolitan University,2018/19,Other undergraduate,220
10004180.0,The Manchester Metropolitan University,2017/18,Postgraduate (research),570
10004180.0,The Manchester Metropolitan University,2017/18,Postgraduate (taught),3525
10004180.0,The Manchester Metropolitan University,2017/18,First degree,24490
10004180.0,The Manchester Metropolitan University,2017/18,Other undergraduate,305
10004180.0,The Manchester Metropolitan University,2016/17,Postgraduate (research),510
10004180.0,The Manchester Metropolitan University,2016/17,Postgraduate (taught),3265
10004180.0,The Manchester Metropolitan University,2016/17,First degree,24535
10004180.0,The Manchester Metropolitan University,2016/17,Other undergraduate,300
10004180.0,The Manchester Metropolitan University,2015/16,Postgraduate (research),400
10004180.0,The Manchester Metropolitan University,2015/16,Postgraduate (taught),2885
10004180.0,The Manchester Metropolitan University,2015/16,First degree,24575
10004180.0,The Manchester Metropolitan University,2015/16,Other undergraduate,320
10004180.0,The Manchester Metropolitan University,2014/15,Postgraduate (research),410
10004180.0,The Manchester Metropolitan University,2014/15,Postgraduate (taught),2810
10004180.0,The Manchester Metropolitan University,2014/15,First degree,23575
10004180.0,The Manchester Metropolitan University,2014/15,Other undergraduate,350
10007798.0,The University of Manchester,2020/21,Postgraduate (research),3630
10007798.0,The University of Manchester,2020/21,Postgraduate (taught),9055
10007798.0,The University of Manchester,2020/21,First degree,28455
10007798.0,The University of Manchester,2020/21,Other undergraduate,45
10007798.0,The University of Manchester,2019/20,Postgraduate (research),3690
10007798.0,The University of Manchester,2019/20,Postgraduate (taught),7710
10007798.0,The University of Manchester,2019/20,First degree,26040
10007798.0,The University of Manchester,2019/20,Other undergraduate,35
10007798.0,The University of Manchester,2018/19,Postgraduate (research),3700
10007798.0,The University of Manchester,2018/19,Postgraduate (taught),7170
10007798.0,The University of Manchester,2018/19,First degree,26185
10007798.0,The University of Manchester,2018/19,Other undergraduate,35
10007798.0,The University of Manchester,2017/18,Postgraduate (research),3635
10007798.0,The University of Manchester,2017/18,Postgraduate (taught),6730
10007798.0,The University of Manchester,2017/18,First degree,26875
10007798.0,The University of Manchester,2017/18,Other undergraduate,40
10007798.0,The University of Manchester,2016/17,Postgraduate (research),3550
10007798.0,The University of Manchester,2016/17,Postgraduate (taught),6805
10007798.0,The University of Manchester,2016/17,First degree,27175
10007798.0,The University of Manchester,2016/17,Other undergraduate,50
10007798.0,The University of Manchester,2015/16,Postgraduate (research),3525
10007798.0,The University of Manchester,2015/16,Postgraduate (taught),6300
10007798.0,The University of Manchester,2015/16,First degree,26845
10007798.0,The University of Manchester,2015/16,Other undergraduate,95
10007798.0,The University of Manchester,2014/15,Postgraduate (research),3485
10007798.0,The University of Manchester,2014/15,Postgraduate (taught),6010
10007798.0,The University of Manchester,2014/15,First degree,25745
10007798.0,The University of Manchester,2014/15,Other undergraduate,130
10009527.0,Istituto Marangoni Limited,2020/21,Postgraduate (research),0
10009527.0,Istituto Marangoni Limited,2020/21,Postgraduate (taught),235
10009527.0,Istituto Marangoni Limited,2020/21,First degree,630
10009527.0,Istituto Marangoni Limited,2020/21,Other undergraduate,55
10009527.0,Istituto Marangoni Limited,2019/20,Postgraduate (research),0
10009527.0,Istituto Marangoni Limited,2019/20,Postgraduate (taught),225
10009527.0,Istituto Marangoni Limited,2019/20,First degree,595
10009527.0,Istituto Marangoni Limited,2019/20,Other undergraduate,65
10009527.0,Istituto Marangoni Limited,2018/19,Postgraduate (research),0
10009527.0,Istituto Marangoni Limited,2018/19,Postgraduate (taught),200
10009527.0,Istituto Marangoni Limited,2018/19,First degree,545
10009527.0,Istituto Marangoni Limited,2018/19,Other undergraduate,0
10009527.0,Istituto Marangoni Limited,2017/18,Postgraduate (research),0
10009527.0,Istituto Marangoni Limited,2017/18,Postgraduate (taught),120
10009527.0,Istituto Marangoni Limited,2017/18,First degree,520
10009527.0,Istituto Marangoni Limited,2017/18,Other undergraduate,0
10009527.0,Istituto Marangoni Limited,2016/17,Postgraduate (research),0
10009527.0,Istituto Marangoni Limited,2016/17,Postgraduate (taught),0
10009527.0,Istituto Marangoni Limited,2016/17,First degree,535
10009527.0,Istituto Marangoni Limited,2016/17,Other undergraduate,0
10009527.0,Istituto Marangoni Limited,2015/16,Postgraduate (research),0
10009527.0,Istituto Marangoni Limited,2015/16,Postgraduate (taught),0
10009527.0,Istituto Marangoni Limited,2015/16,First degree,500
10009527.0,Istituto Marangoni Limited,2015/16,Other undergraduate,0
10023452.0,The Markfield Institute of Higher Education,2020/21,Postgraduate (research),0
10023452.0,The Markfield Institute of Higher Education,2020/21,Postgraduate (taught),25
10023452.0,The Markfield Institute of Higher Education,2020/21,First degree,70
10023452.0,The Markfield Institute of Higher Education,2020/21,Other undergraduate,0
10023452.0,The Markfield Institute of Higher Education,2019/20,Postgraduate (research),0
10023452.0,The Markfield Institute of Higher Education,2019/20,Postgraduate (taught),20
10023452.0,The Markfield Institute of Higher Education,2019/20,First degree,50
10023452.0,The Markfield Institute of Higher Education,2019/20,Other undergraduate,0
10023452.0,The Markfield Institute of Higher Education,2018/19,Postgraduate (research),0
10023452.0,The Markfield Institute of Higher Education,2018/19,Postgraduate (taught),20
10023452.0,The Markfield Institute of Higher Education,2018/19,First degree,40
10023452.0,The Markfield Institute of Higher Education,2018/19,Other undergraduate,0
10023452.0,The Markfield Institute of Higher Education,2017/18,Postgraduate (research),0
10023452.0,The Markfield Institute of Higher Education,2017/18,Postgraduate (taught),35
10023452.0,The Markfield Institute of Higher Education,2017/18,First degree,35
10023452.0,The Markfield Institute of Higher Education,2017/18,Other undergraduate,0
10023452.0,The Markfield Institute of Higher Education,2016/17,Postgraduate (research),0
10023452.0,The Markfield Institute of Higher Education,2016/17,Postgraduate (taught),0
10023452.0,The Markfield Institute of Higher Education,2016/17,First degree,40
10023452.0,The Markfield Institute of Higher Education,2016/17,Other undergraduate,0
10023452.0,The Markfield Institute of Higher Education,2015/16,Postgraduate (research),0
10023452.0,The Markfield Institute of Higher Education,2015/16,Postgraduate (taught),0
10023452.0,The Markfield Institute of Higher Education,2015/16,First degree,25
10023452.0,The Markfield Institute of Higher Education,2015/16,Other undergraduate,0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2020/21,Postgraduate (research),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2020/21,Postgraduate (taught),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2020/21,First degree,90
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2020/21,Other undergraduate,0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2019/20,Postgraduate (research),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2019/20,Postgraduate (taught),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2019/20,First degree,80
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2019/20,Other undergraduate,0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2018/19,Postgraduate (research),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2018/19,Postgraduate (taught),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2018/19,First degree,80
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2018/19,Other undergraduate,0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2017/18,Postgraduate (research),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2017/18,Postgraduate (taught),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2017/18,First degree,65
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2017/18,Other undergraduate,0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2016/17,Postgraduate (research),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2016/17,Postgraduate (taught),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2016/17,First degree,60
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2016/17,Other undergraduate,0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2015/16,Postgraduate (research),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2015/16,Postgraduate (taught),0
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2015/16,First degree,65
10023453.0,Matrix College of Counselling and Psychotherapy Ltd,2015/16,Other undergraduate,0
10020416.0,Mattersey Hall,2020/21,Postgraduate (research),0
10020416.0,Mattersey Hall,2020/21,Postgraduate (taught),25
10020416.0,Mattersey Hall,2020/21,First degree,10
10020416.0,Mattersey Hall,2020/21,Other undergraduate,0
10020416.0,Mattersey Hall,2019/20,Postgraduate (research),0
10020416.0,Mattersey Hall,2019/20,Postgraduate (taught),15
10020416.0,Mattersey Hall,2019/20,First degree,30
10020416.0,Mattersey Hall,2019/20,Other undergraduate,0
10020416.0,Mattersey Hall,2018/19,Postgraduate (research),0
10020416.0,Mattersey Hall,2018/19,Postgraduate (taught),10
10020416.0,Mattersey Hall,2018/19,First degree,60
10020416.0,Mattersey Hall,2018/19,Other undergraduate,0
10020416.0,Mattersey Hall,2017/18,Postgraduate (research),0
10020416.0,Mattersey Hall,2017/18,Postgraduate (taught),10
10020416.0,Mattersey Hall,2017/18,First degree,65
10020416.0,Mattersey Hall,2017/18,Other undergraduate,0
10020416.0,Mattersey Hall,2016/17,Postgraduate (research),0
10020416.0,Mattersey Hall,2016/17,Postgraduate (taught),0
10020416.0,Mattersey Hall,2016/17,First degree,80
10020416.0,Mattersey Hall,2016/17,Other undergraduate,0
10020416.0,Mattersey Hall,2015/16,Postgraduate (research),0
10020416.0,Mattersey Hall,2015/16,Postgraduate (taught),0
10020416.0,Mattersey Hall,2015/16,First degree,85
10020416.0,Mattersey Hall,2015/16,Other undergraduate,0
10020416.0,Mattersey Hall,2014/15,Postgraduate (research),0
10020416.0,Mattersey Hall,2014/15,Postgraduate (taught),0
10020416.0,Mattersey Hall,2014/15,First degree,100
10020416.0,Mattersey Hall,2014/15,Other undergraduate,0
10030776.0,St Mellitus College,2020/21,Postgraduate (research),0
10030776.0,St Mellitus College,2020/21,Postgraduate (taught),55
10030776.0,St Mellitus College,2020/21,First degree,240
10030776.0,St Mellitus College,2020/21,Other undergraduate,165
10030776.0,St Mellitus College,2019/20,Postgraduate (research),0
10030776.0,St Mellitus College,2019/20,Postgraduate (taught),50
10030776.0,St Mellitus College,2019/20,First degree,250
10030776.0,St Mellitus College,2019/20,Other undergraduate,145
10030776.0,St Mellitus College,2018/19,Postgraduate (research),0
10030776.0,St Mellitus College,2018/19,Postgraduate (taught),50
10030776.0,St Mellitus College,2018/19,First degree,240
10030776.0,St Mellitus College,2018/19,Other undergraduate,135
